TckL1 11 -1.86665
TckL2 12 -3.86563
TckL3 13 -10.50011
TckL4 14 -17.09903
TckL5 15 -19.09801
TckL6 16 -21.09699
TckL7 17 -23.09597
Trig1 1 0.0003
Trig2 22 0.0000
Trig3 6 0.00029
Trig4 18 0.00057
Guard 7  0.0000
Isofoam 25 0.0003
Shell 24 0.0000
