TckL1 11 -1.46
TckL2 12 -3.46
TckL3 13 -9.46
TckL4 14 -15.46
TckL5 15 -17.46
TckL6 16 -19.46
TckL7 17 -21.46
Trig1 1 0.0003
Trig2 3 0.0000
Trig3 6 0.00029
Trig4 18 0.00057
Guard 7  0.0000
